fname,structure,h_min,w_min,h_max,w_max
386.png,palate,149,357,216,460
386.png,CM,347,254,362,336
386.png,midbrain,255,200,342,281
386.png,nasal bone,119,359,132,409
386.png,IT,300,255,346,333
387.png,nasal tip,85,399,94,434
387.png,NT,331,404,374,573
387.png,IT,288,249,323,319
387.png,midbrain,234,197,321,275
387.png,palate,135,331,200,458
387.png,thalami,168,215,237,308
387.png,nasal skin,88,375,98,404
387.png,CM,330,260,354,357
387.png,nasal bone,98,361,110,400
388.png,nasal tip,98,265,105,291
388.png,NT,319,168,342,416
388.png,CM,293,338,313,413
388.png,thalami,151,382,213,445
388.png,nasal bone,106,280,116,321
388.png,palate,132,240,192,339
388.png,nasal skin,100,278,108,306
389.png,nasal skin,120,280,127,303
389.png,thalami,204,174,259,249
389.png,NT,327,373,348,561
389.png,midbrain,260,187,320,233
389.png,IT,295,217,319,261
389.png,CM,323,218,342,277
389.png,nasal bone,129,281,141,306
389.png,palate,147,285,206,360
389.png,nasal tip,111,311,118,334
390.png,nasal tip,195,285,202,306
390.png,nasal skin,198,267,207,290
390.png,palate,233,261,282,332
390.png,nasal bone,206,263,218,296
390.png,thalami,258,165,310,229
390.png,NT,406,222,429,351
390.png,midbrain,313,166,373,206
390.png,IT,351,191,371,245
390.png,CM,381,202,394,268
47.png,midbrain,182,243,249,290
47.png,IT,226,207,249,263
47.png,CM,247,180,258,219
47.png,nasal tip,71,143,80,170
47.png,thalami,138,214,185,279
47.png,nasal skin,79,160,87,185
47.png,nasal bone,85,162,94,186
47.png,palate,103,119,164,190
47.png,NT,254,61,282,225
910.png,CM,386,277,420,364
910.png,nasal skin,130,382,139,411
910.png,nasal tip,125,411,134,434
910.png,palate,176,368,242,470
910.png,thalami,222,227,294,329
910.png,NT,426,299,462,599
910.png,nasal bone,143,374,152,413
910.png,IT,350,264,383,324
910.png,midbrain,298,224,386,290
1554.png,palate,177,235,255,342
1554.png,nasal bone,145,263,156,294
1554.png,CM,360,146,384,241
1554.png,IT,324,168,342,229
1554.png,midbrain,268,133,344,184
1554.png,NT,398,178,425,346
1554.png,thalami,216,140,272,211
1554.png,nasal tip,135,297,142,314
911.png,palate,203,217,256,282
911.png,nasal skin,180,260,189,277
911.png,nasal bone,187,255,194,279
911.png,nasal tip,175,239,182,262
911.png,midbrain,305,331,359,379
911.png,NT,329,50,376,237
911.png,IT,336,304,355,348
911.png,CM,353,262,377,367
911.png,thalami,247,309,309,392
822.png,nasal tip,71,265,80,318
822.png,CM,301,356,320,447
822.png,IT,268,363,297,424
822.png,nasal bone,86,311,94,338
822.png,NT,333,62,375,392
822.png,thalami,151,385,213,466
822.png,palate,110,271,179,352
822.png,midbrain,214,418,300,482
115.png,nasal tip,101,273,110,303
115.png,nasal skin,106,298,117,331
115.png,nasal bone,116,297,128,336
115.png,palate,152,236,237,360
115.png,IT,322,384,356,474
115.png,CM,358,361,393,465
115.png,midbrain,268,448,358,524
115.png,NT,387,59,413,269
115.png,thalami,183,399,261,501
391.png,IT,266,421,295,453
391.png,CM,296,384,322,452
391.png,thalami,146,403,218,503
391.png,NT,313,11,362,433
391.png,midbrain,208,437,299,501
391.png,nasal skin,76,319,85,345
391.png,nasal bone,85,327,96,357
391.png,palate,114,277,173,376
391.png,nasal tip,71,301,78,324
392.png,nasal tip,101,289,108,320
392.png,nasal skin,106,309,113,343
392.png,nasal bone,114,305,126,376
392.png,palate,149,267,206,390
392.png,thalami,176,419,249,515
392.png,NT,367,10,399,417
392.png,midbrain,248,461,333,522
392.png,IT,295,410,326,471
392.png,CM,335,400,360,503
393.png,CM,348,327,370,401
393.png,thalami,185,360,260,463
393.png,IT,316,341,345,397
393.png,midbrain,258,384,348,456
393.png,palate,143,207,214,310
393.png,nasal bone,113,261,120,296
393.png,nasal skin,104,256,112,285
393.png,nasal tip,99,235,108,268
393.png,NT,376,175,406,396
394.png,IT,297,269,329,318
394.png,midbrain,249,225,329,283
394.png,CM,332,258,351,331
394.png,thalami,172,236,245,321
394.png,nasal tip,111,413,116,436
394.png,nasal skin,112,404,119,419
394.png,NT,366,303,403,488
394.png,palate,155,363,212,466
394.png,nasal bone,123,381,132,419
395.png,CM,366,421,401,510
395.png,thalami,196,438,280,537
395.png,midbrain,270,463,365,555
395.png,NT,412,270,444,525
395.png,nasal skin,100,381,108,406
395.png,nasal bone,109,369,117,406
395.png,palate,149,317,214,416
395.png,IT,329,434,363,486
395.png,nasal tip,95,343,100,374
48.png,nasal skin,121,240,130,264
48.png,CM,372,285,415,457
48.png,IT,344,319,384,398
48.png,midbrain,287,368,379,471
48.png,nasal tip,115,210,123,239
48.png,thalami,199,327,287,445
48.png,palate,170,186,244,289
48.png,nasal bone,131,236,142,269
48.png,NT,413,3,454,384
912.png,CM,322,146,342,270
912.png,NT,355,177,391,362
912.png,thalami,172,123,234,221
912.png,IT,290,160,318,231
912.png,midbrain,238,113,314,187
912.png,nasal tip,95,315,102,342
912.png,nasal skin,102,294,109,315
912.png,nasal bone,115,287,122,312
912.png,palate,147,256,204,372
913.png,nasal tip,111,377,118,406
913.png,CM,377,245,404,345
913.png,IT,342,240,382,326
913.png,NT,412,255,444,408
913.png,thalami,207,198,285,298
913.png,midbrain,289,195,379,261
913.png,palate,172,331,238,434
913.png,nasal bone,125,341,142,391
913.png,nasal skin,118,344,127,377
139.png,midbrain,275,148,366,239
139.png,palate,169,303,239,396
139.png,nasal bone,139,308,151,345
139.png,nasal skin,130,328,137,350
139.png,nasal tip,125,347,134,375
139.png,thalami,198,156,272,270
139.png,NT,394,170,443,628
139.png,IT,329,207,364,280
396.png,CM,348,237,373,335
396.png,IT,323,258,350,310
396.png,midbrain,276,207,350,274
396.png,NT,391,279,414,469
396.png,thalami,213,208,278,291
396.png,nasal bone,143,343,154,368
396.png,nasal skin,134,346,145,367
397.png,palate,121,313,190,432
397.png,nasal bone,92,322,105,366
397.png,nasal skin,83,326,90,361
397.png,nasal tip,76,355,84,395
397.png,thalami,160,185,235,292
397.png,NT,359,241,406,676
397.png,midbrain,232,187,318,254
397.png,IT,290,226,316,303
397.png,CM,321,225,346,327
398.png,midbrain,259,222,344,285
398.png,thalami,190,226,262,317
398.png,NT,387,221,419,503
398.png,IT,316,261,347,321
398.png,CM,354,264,378,336
398.png,nasal skin,128,392,137,415
398.png,nasal tip,123,406,133,432
398.png,palate,169,369,236,459
398.png,nasal bone,136,374,150,414
399.png,palate,172,282,243,399
399.png,nasal bone,135,299,150,348
399.png,NT,403,201,439,425
399.png,nasal tip,123,341,131,374
399.png,thalami,195,155,272,248
399.png,midbrain,273,141,366,214
399.png,nasal skin,128,322,136,353
399.png,IT,330,200,366,252
399.png,CM,362,176,390,258
400.png,palate,161,325,226,424
400.png,nasal bone,127,331,140,376
400.png,nasal skin,116,345,123,371
400.png,IT,322,247,356,300
400.png,thalami,198,189,272,291
400.png,CM,361,238,383,306
400.png,midbrain,265,195,346,264
400.png,NT,401,293,437,423
400.png,nasal tip,113,361,120,388
401.png,CM,394,240,412,320
401.png,IT,349,249,381,307
401.png,midbrain,281,166,378,257
401.png,NT,414,295,468,555
401.png,thalami,194,194,279,304
401.png,nasal tip,127,405,134,436
401.png,nasal skin,130,388,141,416
401.png,nasal bone,139,365,150,411
401.png,palate,187,337,255,449
49.png,nasal tip,118,264,126,287
49.png,nasal skin,122,286,129,305
49.png,nasal bone,129,288,139,326
49.png,palate,169,242,226,342
49.png,CM,361,357,398,491
49.png,IT,326,362,356,435
49.png,midbrain,266,424,364,501
49.png,NT,401,166,434,440
49.png,thalami,188,388,268,487
914.png,midbrain,282,180,346,226
914.png,palate,167,281,228,358
914.png,nasal tip,131,297,140,320
914.png,CM,341,179,368,316
914.png,IT,319,210,347,270
914.png,nasal bone,146,279,158,304
914.png,NT,356,306,380,448
914.png,thalami,225,169,284,236
914.png,nasal skin,140,276,147,297
915.png,thalami,245,346,320,437
915.png,nasal tip,141,265,148,288
915.png,nasal skin,148,288,155,313
915.png,midbrain,320,361,394,432
915.png,nasal bone,157,283,166,318
915.png,palate,183,237,246,310
915.png,IT,357,329,389,379
915.png,CM,390,311,420,393
140.png,CM,349,314,380,411
140.png,nasal skin,100,310,111,343
140.png,nasal tip,91,285,98,314
140.png,midbrain,268,400,355,459
140.png,NT,341,35,404,374
140.png,IT,310,343,351,412
140.png,palate,135,247,208,344
140.png,nasal bone,113,303,126,336
140.png,thalami,195,372,268,463
402.png,nasal tip,131,391,136,414
402.png,nasal bone,143,351,158,390
402.png,palate,183,337,248,440
402.png,thalami,222,197,305,288
402.png,midbrain,301,199,387,267
402.png,IT,359,245,387,305
402.png,CM,390,246,417,306
402.png,nasal skin,136,360,145,385
403.png,nasal tip,93,319,102,348
403.png,thalami,167,400,251,496
403.png,NT,360,3,454,395
403.png,IT,284,386,325,446
403.png,nasal skin,100,336,109,365
403.png,nasal bone,110,327,125,372
403.png,palate,135,289,192,374
403.png,midbrain,246,432,325,490
404.png,nasal tip,69,273,74,298
404.png,nasal skin,74,297,80,321
404.png,nasal bone,82,295,90,328
404.png,NT,307,59,340,319
404.png,thalami,157,362,219,445
404.png,CM,294,344,320,409
404.png,midbrain,212,386,289,433
404.png,IT,260,346,288,404
404.png,palate,105,239,168,334
405.png,nasal tip,85,387,94,412
405.png,CM,335,248,364,338
405.png,IT,304,247,332,295
405.png,midbrain,257,213,332,271
405.png,NT,378,297,430,552
405.png,thalami,171,208,263,316
405.png,nasal skin,92,364,100,391
405.png,nasal bone,101,362,112,390
405.png,palate,131,347,200,440
406.png,nasal tip,191,178,200,196
406.png,nasal skin,196,196,203,219
406.png,thalami,256,275,309,336
406.png,palate,229,145,292,240
406.png,IT,350,258,370,294
406.png,CM,376,242,398,325
406.png,midbrain,309,295,377,347
406.png,nasal bone,204,196,214,229
406.png,NT,404,147,436,292
407.png,nasal tip,97,269,105,300
407.png,nasal bone,109,290,124,334
407.png,CM,365,324,388,415
407.png,midbrain,268,422,356,496
407.png,NT,395,255,427,407
407.png,thalami,179,376,267,480
407.png,IT,322,371,362,433
407.png,palate,151,247,210,342
50.png,NT,387,277,432,655
50.png,midbrain,266,206,349,290
50.png,thalami,192,225,263,321
50.png,IT,318,269,350,350
50.png,CM,357,228,373,356
50.png,nasal bone,119,385,135,422
50.png,palate,158,367,222,463
50.png,nasal tip,111,413,116,442
916.png,nasal tip,109,393,114,420
916.png,palate,153,331,212,442
916.png,CM,320,222,340,300
916.png,IT,284,239,316,299
916.png,midbrain,231,197,317,265
916.png,NT,364,267,398,444
916.png,thalami,159,214,227,312
916.png,nasal bone,119,354,128,398
917.png,nasal tip,117,273,124,306
917.png,palate,161,233,226,351
917.png,NT,397,87,429,447
917.png,midbrain,267,399,353,466
917.png,IT,326,364,352,428
917.png,CM,361,351,392,458
917.png,nasal bone,129,292,141,346
917.png,thalami,197,373,269,471
918.png,CM,364,243,400,314
918.png,midbrain,276,199,363,264
918.png,NT,399,208,441,580
918.png,thalami,204,203,271,287
918.png,palate,167,313,244,412
918.png,nasal bone,130,333,146,376
918.png,nasal skin,120,345,129,373
918.png,nasal tip,117,365,127,388
918.png,IT,334,243,363,300
141.png,nasal tip,113,360,125,394
141.png,nasal skin,120,333,130,371
141.png,palate,163,317,233,424
141.png,nasal bone,131,330,140,374
141.png,thalami,189,181,265,276
141.png,NT,380,241,416,619
141.png,midbrain,269,150,358,230
141.png,IT,318,207,353,289
141.png,CM,359,217,382,310
408.png,nasal skin,113,367,118,392
408.png,nasal tip,107,390,113,410
408.png,CM,375,247,404,303
408.png,IT,335,220,360,288
408.png,midbrain,273,178,358,251
408.png,thalami,182,178,272,281
408.png,NT,413,206,454,421
408.png,palate,161,335,236,441
408.png,nasal bone,119,350,136,393
409.png,nasal bone,127,344,140,383
409.png,nasal skin,121,359,126,381
409.png,nasal tip,118,376,124,395
409.png,thalami,168,188,235,262
409.png,NT,348,180,379,526
409.png,midbrain,236,182,304,237
409.png,IT,282,221,321,292
409.png,CM,310,188,339,301
409.png,palate,159,314,219,413
410.png,IT,316,202,348,272
410.png,thalami,184,165,258,262
410.png,NT,387,258,421,424
410.png,CM,352,226,371,284
410.png,midbrain,257,148,353,226
410.png,nasal bone,125,323,136,344
410.png,palate,154,304,220,388
411.png,thalami,163,198,237,309
411.png,nasal tip,81,383,90,416
411.png,nasal skin,88,354,101,384
411.png,nasal bone,98,355,110,390
411.png,NT,359,223,398,706
411.png,CM,324,215,358,338
411.png,IT,291,249,326,290
411.png,midbrain,239,197,327,272
412.png,IT,280,359,319,420
412.png,palate,143,223,198,320
412.png,nasal bone,103,275,114,312
412.png,nasal skin,94,269,105,293
412.png,nasal tip,89,249,98,276
412.png,midbrain,222,406,324,475
412.png,NT,345,1,389,446
412.png,thalami,152,366,227,455
412.png,CM,320,324,343,409
413.png,palate,133,276,197,381
413.png,nasal bone,97,293,111,330
413.png,nasal skin,90,309,99,330
413.png,nasal tip,85,323,94,349
413.png,CM,317,176,342,276
413.png,thalami,150,133,230,230
413.png,NT,352,183,390,528
413.png,midbrain,228,115,324,191
413.png,IT,271,171,312,241
1555.png,NT,383,194,420,452
1555.png,nasal tip,105,289,112,312
1555.png,palate,155,255,226,359
1555.png,thalami,189,395,284,505
1555.png,nasal skin,110,308,120,331
1555.png,nasal bone,123,305,139,350
1555.png,IT,332,403,369,450
1555.png,CM,372,358,388,424
1555.png,midbrain,269,429,371,514
919.png,thalami,192,351,266,447
919.png,NT,367,152,405,338
919.png,midbrain,263,373,343,441
919.png,IT,311,347,343,392
919.png,CM,336,323,365,432
919.png,nasal tip,76,252,85,277
919.png,nasal skin,89,280,98,303
919.png,nasal bone,100,278,113,312
919.png,palate,119,213,203,325
920.png,CM,360,372,388,427
920.png,nasal tip,123,285,130,308
920.png,thalami,199,388,272,472
920.png,NT,381,51,418,366
920.png,midbrain,268,431,357,502
920.png,IT,324,387,352,449
920.png,nasal bone,137,306,144,340
920.png,nasal skin,128,310,134,335
920.png,palate,169,263,224,366
142.png,thalami,180,230,250,319
142.png,NT,400,277,423,437
142.png,midbrain,253,220,349,290
142.png,IT,316,279,344,335
142.png,CM,350,260,388,356
142.png,palate,151,369,208,480
142.png,nasal bone,97,385,112,448
142.png,nasal skin,86,413,96,445
142.png,nasal tip,83,429,90,460
414.png,nasal tip,125,228,130,250
414.png,palate,179,209,254,300
414.png,nasal skin,132,249,141,272
414.png,nasal bone,145,253,157,285
414.png,thalami,217,334,300,439
414.png,NT,428,4,466,364
414.png,midbrain,298,364,394,441
414.png,IT,356,327,390,387
414.png,CM,382,295,418,447
415.png,midbrain,255,378,344,452
415.png,IT,323,334,348,384
415.png,thalami,180,335,259,444
415.png,CM,361,303,381,399
415.png,nasal tip,99,217,106,250
415.png,nasal skin,102,242,111,269
415.png,nasal bone,113,237,128,286
415.png,palate,147,191,222,310
415.png,NT,395,10,438,389
416.png,nasal tip,104,239,111,264
416.png,nasal bone,113,267,125,315
416.png,palate,153,219,216,341
416.png,thalami,171,353,240,460
416.png,midbrain,241,411,342,476
416.png,IT,313,370,344,425
416.png,nasal skin,105,258,113,282
416.png,NT,385,6,436,405
417.png,nasal tip,114,350,127,386
417.png,nasal skin,123,334,132,361
417.png,nasal bone,133,313,152,365
417.png,thalami,195,172,273,257
417.png,NT,398,221,423,519
417.png,palate,162,319,242,422
417.png,IT,340,220,372,270
417.png,midbrain,274,167,364,235
418.png,palate,157,267,218,352
418.png,nasal bone,136,280,146,310
418.png,nasal skin,128,288,137,311
418.png,nasal tip,123,305,130,328
418.png,thalami,190,153,254,238
418.png,NT,355,196,380,420
418.png,CM,336,196,354,267
418.png,IT,298,197,328,251
418.png,midbrain,258,150,331,213
419.png,IT,278,422,314,488
419.png,midbrain,228,463,312,533
419.png,palate,143,295,202,384
419.png,nasal bone,110,327,120,368
419.png,nasal skin,102,332,108,353
419.png,nasal tip,99,317,106,338
419.png,thalami,143,414,229,510
51.png,IT,252,157,290,226
51.png,CM,294,150,309,227
51.png,palate,112,259,170,352
51.png,nasal bone,67,275,82,320
51.png,nasal tip,57,309,64,332
51.png,thalami,117,125,194,218
51.png,NT,316,185,363,556
51.png,midbrain,195,101,293,174
51.png,nasal skin,60,292,69,315
921.png,nasal tip,124,207,131,236
921.png,thalami,196,325,273,426
921.png,NT,373,17,429,378
921.png,midbrain,269,371,350,444
921.png,IT,319,329,359,390
921.png,CM,365,314,391,414
921.png,nasal skin,128,229,136,254
922.png,nasal skin,128,342,135,359
922.png,nasal bone,136,324,150,357
922.png,IT,301,243,328,297
922.png,palate,163,323,222,406
922.png,thalami,199,216,256,289
922.png,NT,366,279,391,426
922.png,midbrain,255,215,325,266
922.png,nasal tip,125,355,130,372
922.png,CM,335,249,354,327
143.png,midbrain,253,424,355,494
143.png,IT,312,364,352,445
143.png,NT,392,10,435,409
143.png,CM,351,345,381,433
143.png,nasal skin,102,276,112,311
143.png,nasal tip,97,251,106,288
143.png,palate,151,231,214,330
143.png,nasal bone,110,275,122,322
143.png,thalami,180,385,248,472
420.png,CM,284,221,310,320
420.png,midbrain,236,285,294,341
420.png,IT,270,255,292,304
420.png,thalami,171,263,238,348
420.png,NT,310,10,340,255
420.png,nasal tip,77,205,86,222
420.png,nasal bone,93,221,106,248
420.png,nasal skin,86,228,95,255
421.png,CM,335,197,354,319
421.png,IT,291,224,318,280
421.png,midbrain,237,178,324,248
421.png,thalami,161,186,232,282
421.png,NT,371,230,408,356
421.png,nasal skin,82,368,89,386
421.png,nasal bone,95,342,110,382
421.png,palate,135,323,196,429
421.png,nasal tip,79,383,84,402
422.png,nasal bone,113,289,126,330
422.png,thalami,171,173,235,255
422.png,IT,293,208,314,254
422.png,CM,316,211,332,290
422.png,palate,141,287,206,372
422.png,NT,342,249,361,426
422.png,midbrain,237,162,320,225
423.png,CM,341,338,376,441
423.png,IT,307,366,340,440
423.png,midbrain,237,412,343,495
423.png,palate,118,238,200,342
423.png,nasal bone,79,284,91,331
423.png,NT,389,227,416,399
423.png,thalami,163,384,240,497
423.png,nasal skin,69,287,77,317
423.png,nasal tip,64,264,73,297
424.png,nasal tip,95,258,102,286
424.png,palate,145,241,200,334
424.png,thalami,170,371,258,482
424.png,nasal skin,100,284,109,312
424.png,nasal bone,111,289,122,328
424.png,NT,377,212,405,434
424.png,midbrain,255,419,350,492
424.png,IT,312,388,348,443
424.png,CM,345,351,373,428
425.png,midbrain,239,436,333,507
425.png,palate,139,257,205,350
425.png,nasal bone,105,279,120,336
425.png,NT,377,100,428,403
425.png,CM,336,380,358,433
425.png,nasal skin,92,271,105,333
425.png,nasal tip,87,253,94,279
425.png,thalami,156,384,257,489
425.png,IT,297,407,331,457
52.png,midbrain,274,176,369,250
52.png,NT,413,293,437,481
52.png,thalami,185,194,279,320
52.png,IT,337,218,373,328
52.png,CM,379,217,396,348
923.png,IT,327,255,351,314
923.png,nasal bone,173,351,184,388
923.png,thalami,217,230,277,304
923.png,palate,205,338,254,436
923.png,CM,357,261,374,313
923.png,nasal tip,163,389,168,412
923.png,midbrain,275,222,349,283
923.png,NT,387,276,409,570
923.png,nasal skin,166,368,172,389
924.png,palate,204,352,281,448
924.png,thalami,234,221,307,303
924.png,NT,413,260,457,638
924.png,midbrain,305,219,399,285
924.png,nasal skin,161,385,167,405
924.png,nasal bone,170,373,179,406
924.png,nasal tip,158,400,166,424
924.png,CM,392,267,424,338
924.png,IT,358,273,394,327
1556.png,NT,410,284,449,671
1556.png,midbrain,275,191,371,279
1556.png,IT,343,244,377,310
1556.png,CM,385,252,409,355
1556.png,nasal skin,132,404,142,427
1556.png,nasal bone,143,375,157,424
1556.png,palate,181,375,250,472
1556.png,thalami,192,221,280,329
